
S. No.,State,District,Location,Longitude,Latitude,Year,pH,EC (µS/cm at),CO3 (mg/L),HCO3,Cl (mg/L),F (mg/L),SO4,NO3,PO4,Total Hardness,Ca (mg/L),Mg (mg/L),Na (mg/L),K (mg/L),Fe (ppm),As (ppb),U (ppb)
7560,Uttar Pradesh,Agra,Block Office,77.7462,27.1774,2023,8.14,5850,0,500,1594,1.72,454,18,-,1390,176,228,851,6,0.00,0.00,17.00
7561,Uttar Pradesh,Agra,Raunakata,77.8734,27.2341,2023,8.00,4923,0,488,760,0.70,1091,37,-,790,124,115,891,3,0.31,0.00,9.61
7562,Uttar Pradesh,Agra,City(Sai Ki Takia Crossing),78.0095,27.1707,2023,8.20,1520,0,805,50,0.48,38,13,-,310,40,50,237,3,0.19,0.00,18.00
7563,Uttar Pradesh,Agra,Block Office,77.8857,27.0715,2023,8.15,1051,0,537,57,1.00,43,11,-,420,56,67,67,5,0.21,0.00,25.00
7564,Uttar Pradesh,Agra,Agra-Bah Road,78.4565,26.9073,2023,7.72,972,0,268,99,0.92,42,104,-,295,68,30,99,4,0.20,0.00,0.00
7565,Uttar Pradesh,Agra,Block Office,78.5893,26.8697,2023,8.16,1705,0,586,156,0.76,162,12,0.57,350,44,58,261,11,0.00,0.00,5.00
7566,Uttar Pradesh,Agra,Poora Guman Singh,78.5895,27.8177,2023,8.30,470,0,238,21,0.71,0,0,-,175,40,18,30,3,0.32,1.27,3.93
7567,Uttar Pradesh,Agra,Block Office,78.0601,27.1206,2023,8.22,3345,0,695,440,0.83,516,17,-,500,84,70,615,7,0.00,0.00,15.00
7568,Uttar Pradesh,Agra,Sayed (Kundol),78.1661,27.1313,2023,8.30,1215,60,500,43,0.98,49,6,-,275,60,30,178,4,0.36,0.00,12.11
7569,Uttar Pradesh,Agra,Block Office,77.8919,27.1727,2023,8.36,3220,12,647,398,1.42,489,9,-,310,44,48,651,2,0.00,0.00,12.00
7570,Uttar Pradesh,Agra,Amanabad (Kanarau Chauraha),78.2018,27.3941,2023,8.17,1464,0,329,270,0.73,84,0,-,320,40,53,210,4,0.13,0.00,3.85
7571,Uttar Pradesh,Agra,Block Office,78.2962,27.0297,2023,7.86,2568,0,512,380,0.18,320,29,-,340,60,46,483,2,0.36,0.00,4.00
7572,Uttar Pradesh,Agra,Block Office,77.6678,27.0942,2023,7.94,4927,0,793,888,1.25,501,135,-,615,60,112,943,3,0.00,0.00,13.00
7573,Uttar Pradesh,Agra,Hiraman,77.7825,27.0350,2023,8.22,5614,0,573,966,1.37,1052,24,-,890,112,146,1002,5,0.00,0.00,11.84
7574,Uttar Pradesh,Agra,Block Office,77.5981,26.8652,2023,7.92,890,0,439,43,0.92,49,0,-,325,52,47,58,2,0.00,0.00,6.00
7575,Uttar Pradesh,Agra,Block Office,78.7049,26.8282,2023,7.86,3790,0,756,724,0.59,304,28,-,780,76,142,604,6,0.00,0.00,37.00
7576,Uttar Pradesh,Agra,Gadhwar,78.6978,26.8742,2023,8.36,454,0,262,14,1.03,0,0,-,185,32,25,29,3,0.16,1.17,4.99
7577,Uttar Pradesh,Agra,Block Office,78.0296,27.3165,2023,7.82,6881,0,512,1314,0.94,1321,14,-,1830,216,310,900,4,0.00,0.00,11.00
7578,Uttar Pradesh,Agra,Block Office,77.8222,26.9552,2023,8.30,1674,18,586,99,0.67,164,7,-,290,44,43,270,1,0.00,0.00,5.00
7579,Uttar Pradesh,Agra,Block Office,77.9350,26.9360,2023,8.16,1027,0,525,57,1.10,36,16,-,290,40,46,111,2,0.00,0.00,7.00
7580,Uttar Pradesh,Agra,Lohaita,78.0451,26.9795,2023,8.21,1223,0,537,60,1.15,67,0,-,220,40,29,189,3,0.00,0.00,11.05
7581,Uttar Pradesh,Agra,Sbi Near Block Office,78.1233,27.0136,2023,8.40,1693,18,592,149,3.10,148,31,-,295,32,52,265,6,0.22,0.00,21.00
7582,Uttar Pradesh,Aligarh,Block H.Q,78.2712,27.8050,2023,8.36,1215,18,366,85,0.40,86,71,0.00,280,36,46,149,18,0.23,0.00,22.00
7583,Uttar Pradesh,Aligarh,Dist. H.Q,78.0730,27.8976,2023,8.19,1625,0,573,177,0.40,121,64,0.00,450,36,86,184,12,0.00,0.00,10.00
7584,Uttar Pradesh,Aligarh,"Arya Nagar, Nagla Masani",78.0548,27.8838,2023,8.54,1245,18,378,170,1.40,18,14,0.00,180,24,29,205,5,0.00,0.00,17.38
7585,Uttar Pradesh,Aligarh,"Asadpur Kayam,Kyampur",78.1144,27.8861,2023,8.21,654,0,378,21,0.80,17,0,0.00,240,36,36,57,6,0.12,0.00,21.53
7586,Uttar Pradesh,Aligarh,"Bada Chowk, Sarai Rehman",78.0700,27.8938,2023,8.13,1380,0,500,113,0.59,80,57,0.00,370,28,73,150,11,0.47,0.00,40.52
7587,Uttar Pradesh,Aligarh,Beema Nagar,78.0466,27.9059,2023,8.05,1244,0,573,92,0.45,48,17,0.00,400,36,75,124,10,0.08,0.00,73.11
7588,Uttar Pradesh,Aligarh,Dohra Maffi,78.0898,27.9283,2023,8.31,720,12,366,21,0.61,29,0,0.00,220,28,36,78,8,0.00,0.00,33.02
7589,Uttar Pradesh,Aligarh,Firdaus Nagar,78.0671,27.9283,2023,7.92,798,0,403,35,0.62,22,15,0.00,210,36,29,78,38,0.08,0.00,15.98
7590,Uttar Pradesh,Aligarh,"Gyan Sarovar, Ramesh Vihar Colony",78.0894,27.8911,2023,8.07,1080,0,427,85,0.29,77,0,0.00,320,40,53,110,8,0.00,0.00,20.51
7591,Uttar Pradesh,Aligarh,Kailash Nagar,78.0972,27.8711,2023,8.44,720,12,403,21,0.61,28,0,0.00,200,36,27,98,6,0.09,0.00,21.01
7592,Uttar Pradesh,Aligarh,Kela Nagar Market,78.0904,27.9039,2023,8.38,1328,18,525,63,0.46,73,51,0.00,360,12,80,140,12,0.10,0.00,34.46
7593,Uttar Pradesh,Aligarh,"Mahendra Nagar, Aawas Vikas Colony",78.0731,27.8679,2023,7.92,2043,0,427,233,0.31,289,51,0.00,580,84,90,215,15,0.07,0.00,21.44
7594,Uttar Pradesh,Aligarh,Roravar,78.0461,27.8725,2023,8.63,994,42,500,14,1.90,17,0,0.00,50,8,7,222,2,0.00,3.04,24.35
7595,Uttar Pradesh,Aligarh,"Shankar Vihar Colony, Quarsi",78.1155,27.9040,2023,8.15,650,0,342,28,0.43,22,6,0.00,220,40,29,63,5,0.41,0.00,6.93
7596,Uttar Pradesh,Aligarh,Block H.Q,78.2811,28.0442,2023,8.21,1332,0,488,170,0.40,39,17,0.00,480,24,101,88,10,0.00,0.00,0.00
7597,Uttar Pradesh,Aligarh,Block H.Q,78.3997,27.9789,2023,8.09,1766,0,488,191,0.22,137,35,0.00,490,52,86,185,4,0.00,0.00,52.00
7598,Uttar Pradesh,Aligarh,Block Office Premises,77.8581,28.0805,2023,8.14,917,0,439,35,0.52,27,7,0.00,250,44,34,75,6,0.13,0.00,12.00
7599,Uttar Pradesh,Aligarh,Alinagar,78.1071,27.8538,2023,8.43,1217,36,415,28,0.39,80,24,0.00,130,16,22,200,5,0.22,0.00,11.87
7600,Uttar Pradesh,Aligarh,Block H.Q,78.1138,27.8743,2023,8.45,904,18,317,14,0.92,21,0,0.00,200,24,34,64,5,0.37,0.00,14.00
7601,Uttar Pradesh,Aligarh,Shahwazpur,78.1504,27.7782,2023,8.06,1138,0,610,28,0.76,36,16,0.00,180,32,24,195,6,0.13,0.00,43.03
7602,Uttar Pradesh,Aligarh,Block H.Q,78.3912,27.9254,2023,8.35,1147,30,683,28,0.87,18,8,0.00,220,20,41,211,12,0.11,0.00,14.00
7603,Uttar Pradesh,Aligarh,Sunhara,78.2855,27.8994,2023,8.04,887,0,281,57,0.19,86,40,0.00,280,44,41,70,21,0.00,0.00,7.75
7604,Uttar Pradesh,Aligarh,Block H.Q,77.8796,27.8367,2023,8.18,3662,0,622,603,0.83,491,16,0.00,530,56,94,609,13,0.13,0.00,62.00
7605,Uttar Pradesh,Aligarh,Dayapur,77.8690,27.6480,2023,8.06,4094,0,195,581,0.67,920,9,0.00,870,116,141,520,9,0.54,0.00,12.83
7606,Uttar Pradesh,Aligarh,Kalua,77.8702,27.7678,2023,8.37,1240,18,610,35,1.80,42,32,0.00,150,28,19,240,3,0.00,1.65,23.72
7607,Uttar Pradesh,Aligarh,Block H.Q,77.9394,27.7062,2023,8.10,1200,0,427,177,0.70,55,37,0.00,300,56,38,171,3,0.18,0.00,18.00
7608,Uttar Pradesh,Aligarh,Makhdampur,78.0096,27.7723,2023,8.37,1360,12,476,92,1.00,76,26,0.00,210,20,39,205,6,0.00,0.00,37.35
7609,Uttar Pradesh,Aligarh,Block H.Q,78.1162,28.0333,2023,8.37,745,36,305,21,0.66,40,0,0.00,240,28,41,70,6,0.21,1.00,28.00
7610,Uttar Pradesh,Aligarh,Block H.Q,77.8364,27.9435,2023,8.31,2982,24,659,390,2.30,244,93,0.00,330,40,55,561,15,0.26,0.00,146.00
7611,Uttar Pradesh,Aligarh,Block H.Q,78.0207,27.8933,2023,7.81,1104,0,561,50,0.49,38,13,0.00,260,20,50,126,10,0.06,0.00,29.00
7612,Uttar Pradesh,Aligarh,Nama,77.9487,27.6177,2023,8.03,893,0,293,106,0.20,29,0,0.00,250,48,31,89,5,0.27,0.00,10.00
7613,Uttar Pradesh,Aligarh,Rudyat Urf Tarapur,77.8917,27.8419,2023,8.34,1192,48,512,35,3.95,60,19,0.66,130,24,17,234,3,0.00,13.00,35.00
7614,Uttar Pradesh,Aligarh,Block H.Q,77.5792,28.0428,2023,8.07,977,0,403,64,1.90,110,8,0.00,220,28,36,132,4,0.20,0.00,30.00
7615,Uttar Pradesh,Aligarh,Langotgarhi,77.7138,28.0197,2023,8.60,1034,36,476,14,1.14,70,6,0.00,100,16,14,208,4,0.18,0.00,22.88
7616,Uttar Pradesh,Allahabad/ Prayagraj,"Bdo, Office",82.2602,25.0992,2023,7.73,1071,0,342,121,0.19,56,55,0.00,420,88,48,60,1,0.47,0.00,4.00
7617,Uttar Pradesh,Allahabad/ Prayagraj,"Bdo, Office",82.1017,25.1439,2023,7.61,927,0,244,135,0.35,48,45,0.00,250,76,14,101,0,13.96,0.00,7.00
7618,Uttar Pradesh,Allahabad/ Prayagraj,"Bdo, Office",82.0810,25.5460,2023,7.87,877,0,403,64,0.87,33,5,0.00,260,40,38,88,4,0.00,0.00,41.00
7619,Uttar Pradesh,Allahabad/ Prayagraj,"Bdo, Office",82.1602,25.5215,2023,8.09,1311,0,647,43,0.54,106,17,0.00,480,112,48,108,5,0.07,0.00,31.00
7620,Uttar Pradesh,Allahabad/ Prayagraj,"Bdo, Office",82.1150,25.3719,2023,8.11,758,0,439,28,0.95,11,0,0.00,200,28,31,100,3,0.97,1.00,12.00
7621,Uttar Pradesh,Ambedkar Nagar,Located Close To Nhs,82.5440,26.4361,2023,7.87,868,0,464,28,0.38,13,0,0.00,320,84,26,51,3,0.71,0.00,5.00
7622,Uttar Pradesh,Ambedkar Nagar,Located On The Main Chaurasia On,82.7651,26.4550,2023,7.74,576,0,268,7,0.48,48,6,0.00,220,40,29,30,2,0.08,1.00,0.00
7623,Uttar Pradesh,Ambedkar Nagar,"Parsaye, Ekdalla Dihawar",82.7231,26.5228,2023,7.62,701,0,329,36,0.36,22,0,0.00,320,52,46,11,2,0.54,0.00,5.12
7624,Uttar Pradesh,Ambedkar Nagar,Shadipur,82.8579,26.5191,2023,7.74,576,0,268,7,0.48,48,6,0.00,220,40,29,30,2,0.44,0.00,6.33
7625,Uttar Pradesh,Ambedkar Nagar,Located Close To Nhs,82.3065,26.4655,2023,8.16,778,0,427,21,0.55,6,0,0.00,290,56,36,43,4,1.66,1.00,0.00
7626,Uttar Pradesh,Ambedkar Nagar,Located Near Hanuman Garhi Temple,82.8273,26.2380,2023,7.86,735,0,390,14,0.55,14,10,0.00,295,48,42,30,3,0.23,0.00,10.00
7627,Uttar Pradesh,Ambedkar Nagar,Located Infront Of Kashi Gramin Bank,83.0230,26.3529,2023,8.19,631,0,366,7,0.59,0,0,0.00,270,60,29,19,3,0.59,0.00,4.00
7628,Uttar Pradesh,Ambedkar Nagar,Dhaurua (Pendiya),82.5839,26.2669,2023,8.07,764,0,433,7,0.65,8,5,0.00,250,40,36,58,2,0.27,0.00,9.81
7629,Uttar Pradesh,Ambedkar Nagar,Located Close To Nhs,82.7337,26.3100,2023,8.07,764,0,433,7,0.65,8,5,0.00,250,40,36,58,2,0.12,0.00,5.00
7630,Uttar Pradesh,Ambedkar Nagar,Near The Ramdev Janta Inter Collg.,82.4493,26.4881,2023,8.02,596,0,329,14,0.30,7,0,0.00,260,56,29,15,4,0.63,1.00,3.00
7631,Uttar Pradesh,Ambedkar Nagar,Located Near Jaibayrang Intermediate,82.9041,26.4464,2023,8.24,456,0,232,7,0.70,21,0,0.00,190,44,19,15,2,0.49,2.00,3.00
7632,Uttar Pradesh,Ambedkar Nagar,Located Near Sbi On Tanda Baskhari,82.6400,26.5383,2023,7.83,665,0,354,14,0.19,22,0,0.00,290,64,31,18,3,2.72,0.00,0.00
7633,Uttar Pradesh,Amethi,Pwd Dak Bangla,81.8086,26.1562,2023,7.57,3083,0,964,284,0.34,273,72,0.00,730,52,144,362,9,0.00,0.00,51.52
7634,Uttar Pradesh,Amethi,Kesariya Salimpur,81.4426,26.2808,2023,7.64,1966,0,354,320,0.41,197,23,0.00,570,88,84,171,15,0.56,0.00,20.56
7635,Uttar Pradesh,Amethi,Block Hq,81.8752,26.2107,2023,8.05,636,0,317,7,0.54,35,0,0.00,230,40,31,37,3,1.86,0.00,11.80
7636,Uttar Pradesh,Amethi,"Pwd Entrance, Near Bike Stand",81.6871,26.2068,2023,7.86,1075,0,415,128,0.31,12,0,0.00,400,48,67,60,6,7.89,0.00,0.00
7637,Uttar Pradesh,Amethi,Block Hq,81.6288,26.4560,2023,8.01,1647,0,598,135,0.49,111,18,0.00,400,56,62,187,5,0.68,0.00,15.72
7638,Uttar Pradesh,Amethi,Block Hq,81.8005,26.3778,2023,7.59,1517,0,525,156,0.58,52,51,0.00,480,48,86,121,7,0.69,0.00,42.98
7639,Uttar Pradesh,Amethi,"Musafirkhana, Rasoolabad",81.8727,26.3988,2023,8.08,1225,0,488,50,0.58,128,5,0.00,350,56,50,115,4,0.29,0.00,16.03
7640,Uttar Pradesh,Amethi,Block Hq,81.8380,26.0775,2023,8.08,946,0,366,36,0.89,108,0,0.00,320,40,53,64,8,1.69,0.00,8.72
7641,Uttar Pradesh,Amethi,"Mahona West, Kuraishi Mohalla",81.5873,26.5335,2023,7.85,674,0,342,21,0.71,7,21,0.00,260,36,41,33,5,2.87,0.00,4.15
7642,Uttar Pradesh,Amethi,Block Hq,81.4708,26.3929,2023,7.93,967,0,439,50,0.86,46,0,0.00,285,36,47,87,5,0.41,0.00,28.00
7643,Uttar Pradesh,Amethi,Block Office,81.4708,26.3929,2023,7.93,967,0,439,50,0.86,46,0,0.00,285,36,47,87,5,0.41,0.00,28.00
7644,Uttar Pradesh,Amroha,Block Office,78.4859,28.9042,2023,7.82,744,0,342,50,0.39,29,13,0.00,300,40,48,39,6,0.00,0.00,5.00
7645,Uttar Pradesh,Amroha,Shaikhpura Imma,78.4171,28.9267,2023,7.62,746,0,403,28,0.20,24,11,0.00,350,108,19,19,7,0.10,1.59,7.57
7646,Uttar Pradesh,Amroha,Papsari Khadar,78.1176,29.3040,2023,7.71,320,0,183,14,0.35,0,0,0.00,125,30,12,21,3,0.35,1.24,4.12
7647,Uttar Pradesh,Amroha,Sultanpur,78.1541,28.9318,2023,7.70,404,0,238,14,0.37,6,0,0.00,170,56,7,21,4,0.55,4.86,7.31
7648,Uttar Pradesh,Amroha,Sikandarpur Shebu,78.4113,28.5474,2023,7.60,323,0,159,14,0.38,0,18,0.00,145,52,4,9,3,0.14,2.44,0.00
7649,Uttar Pradesh,Amroha,Block Office,78.2819,28.7318,2023,7.73,1607,0,305,99,0.22,367,40,0.00,650,108,91,69,5,0.38,0.00,3.00
7650,Uttar Pradesh,Amroha,Sabadarpur Sarki,78.4128,28.6751,2023,7.84,673,0,305,14,0.35,74,0,0.00,290,96,12,23,4,2.76,0.00,7.28
7651,Uttar Pradesh,Amroha,Block Office,78.4732,28.8356,2023,7.76,1427,0,488,99,0.40,92,83,0.00,475,40,90,89,28,0.10,1.06,63.92
7652,Uttar Pradesh,Amroha,Patai,78.5563,28.8062,2023,7.94,630,0,366,14,0.50,22,0,0.00,280,80,19,26,5,7.17,0.00,6.52
7653,Uttar Pradesh,Auraiya,Hand Pump Of Block Office In The,79.4027,26.6995,2023,7.72,798,0,390,43,0.78,35,10,0.00,340,48,54,45,4,0.15,1.00,22.00
7654,Uttar Pradesh,Auraiya,Hand Pump Of Block Office Infront Of,79.4284,26.8885,2023,7.82,1233,0,390,135,0.59,127,5,0.00,490,92,63,82,5,0.00,0.00,20.00
7655,Uttar Pradesh,Auraiya,Kaba,79.4615,26.8593,2023,7.86,610,0,354,7,0.49,22,0,0.00,160,36,17,80,2,0.00,0.00,3.14
7656,Uttar Pradesh,Auraiya,Akbarpur,79.3263,26.5078,2023,8.13,975,0,573,21,4.10,23,0,0.00,120,16,19,192,3,0.00,1.08,31.27
7657,Uttar Pradesh,Auraiya,Hand Pump Of Block Office In,79.3188,26.5658,2023,7.79,888,0,500,35,1.10,22,0,0.00,280,44,41,96,3,0.00,0.00,15.00
7658,Uttar Pradesh,Auraiya,At The Enterance To City From,79.5039,26.4661,2023,7.39,1175,0,403,113,0.54,45,85,0.00,400,56,63,83,3,0.00,0.00,16.00
7659,Uttar Pradesh,Auraiya,Block Office,79.4978,26.6116,2023,7.81,878,0,488,28,0.61,21,9,0.00,330,36,58,70,3,0.00,0.00,20.00
7660,Uttar Pradesh,Auraiya,Bidhuna Block Office,79.5024,26.8025,2023,7.92,1188,0,647,43,0.89,30,9,0.00,400,24,83,112,8,0.37,0.00,19.00
7661,Uttar Pradesh,Auraiya,Kashari,79.6081,26.8295,2023,8.06,822,0,464,21,1.20,18,0,0.00,270,36,44,80,5,0.17,0.00,28.46
7662,Uttar Pradesh,Auraiya,Ruruganj,79.4543,26.7693,2023,7.88,732,0,427,28,0.74,12,0,0.00,280,36,46,53,6,0.33,0.00,16.06
7663,Uttar Pradesh,Auraiya,Asu,79.6381,26.6833,2023,7.98,1262,0,512,35,0.76,123,0,0.00,360,36,66,118,8,0.30,0.00,24.03
7664,Uttar Pradesh,Auraiya,Bholapur,79.6892,26.7367,2023,8.10,994,0,561,21,0.77,31,0,0.00,300,28,56,112,6,0.09,1.14,47.86
7665,Uttar Pradesh,Auraiya,Gapariyapur,79.5909,26.7211,2023,7.87,965,0,512,28,0.48,51,0,0.00,330,36,58,91,6,0.00,0.00,14.10
7666,Uttar Pradesh,Auraiya,Hand Pump Of Block Office,79.6002,26.7585,2023,7.79,958,0,512,35,0.95,23,0,0.00,270,36,44,111,5,0.00,0.00,44.00
7667,Uttar Pradesh,Auraiya,Piluaa,79.6023,26.6556,2023,7.70,625,0,378,14,0.68,10,0,0.00,220,32,34,50,3,0.31,0.00,7.51
7668,Uttar Pradesh,Auraiya,Purwaudai,79.5615,26.7669,2023,7.80,980,0,476,50,1.00,30,15,0.00,300,36,51,98,5,0.23,0.00,23.46
7669,Uttar Pradesh,Auraiya,Ramgarh,79.5173,26.7024,2023,7.87,836,0,464,28,0.94,33,7,0.00,230,36,34,104,3,0.21,0.00,10.17
7670,Uttar Pradesh,Auraiya,Yakubpur,79.7149,26.7641,2023,7.80,1293,0,500,149,0.81,43,8,0.00,340,36,61,155,18,0.28,1.42,34.92
7671,Uttar Pradesh,Ayodhya,Shukl Ka Purwa,82.1583,26.5290,2023,7.74,635,0,366,7,0.65,0,0,0.00,240,36,36,33,4,3.26,7.97,6.66
7672,Uttar Pradesh,Ayodhya,Dilasiganj,82.3920,26.6498,2023,7.79,619,0,354,7,0.55,6,0,0.00,270,56,31,16,3,0.69,0.00,4.25
7673,Uttar Pradesh,Ayodhya,Vijay Pathak Ka Purwa,82.0201,26.6556,2023,7.75,627,0,329,7,0.55,14,16,0.00,230,40,31,36,3,0.71,0.00,6.08
7674,Uttar Pradesh,Ayodhya,"Jakhwa, Amaniganj",81.7392,26.6469,2023,7.59,564,0,293,7,0.39,24,8,0.00,200,44,22,34,4,0.38,0.00,5.38
7675,Uttar Pradesh,Ayodhya,"Ramnagar, Dhaurhara",81.8741,26.7936,2023,7.78,678,0,305,14,0.37,46,17,0.00,310,72,31,10,2,0.00,3.32,0.00
7676,Uttar Pradesh,Azamgarh,Block Office,82.9112,26.1815,2023,7.78,718,0,403,14,0.48,0,0,0.00,300,44,46,24,3,0.76,0.00,7.00
7677,Uttar Pradesh,Azamgarh,Sahbadiya Sultanpur,83.4102,25.2508,2023,7.69,464,0,268,7,0.24,0,0,0.00,220,56,19,4,3,1.39,22.43,0.00
7678,Uttar Pradesh,Azamgarh,Block Office,83.2674,25.9588,2023,7.83,917,0,512,21,0.38,0,6,0.00,380,48,62,35,3,0.14,0.00,23.00
7679,Uttar Pradesh,Azamgarh,Block Office,83.1201,26.2511,2023,7.62,435,0,244,7,0.00,0,0,0.00,140,44,7,32,2,0.50,27.00,0.00
7680,Uttar Pradesh,Azamgarh,Block Office,83.0281,25.9621,2023,7.70,2256,0,708,199,0.39,225,0,0.00,640,80,106,225,3,11.57,0.00,10.00
7681,Uttar Pradesh,Azamgarh,Block Office,83.0859,25.7832,2023,8.31,1318,30,610,14,8.20,35,0,0.00,80,12,12,265,1,0.00,6.00,74.00
7682,Uttar Pradesh,Azamgarh,Basai Bande Daspur,83.0299,26.1283,2023,7.65,567,0,293,7,0.86,8,14,0.00,230,52,24,23,3,0.22,0.00,6.44
7683,Uttar Pradesh,Azamgarh,Block Office,82.9377,25.8784,2023,7.84,720,0,403,7,0.60,9,0,0.00,280,48,38,32,3,0.22,0.00,104.00
7684,Uttar Pradesh,Baghpat,In Block Office,77.2175,28.9533,2023,7.46,1964,0,305,319,0.78,123,192,0.00,641,154,62,162,8,0.62,0.00,10.00
7685,Uttar Pradesh,Baghpat,Near Jai Pal Singh House,77.2354,29.0327,2023,7.71,875,0,476,28,0.62,41,10,0.00,250,46,33,104,7,0.64,0.00,11.19
7686,Uttar Pradesh,Baghpat,Garhi Kangran,77.4220,29.1974,2023,8.18,489,0,220,7,0.10,52,0,0.00,20,8,0,107,0,0.00,28.33,3.93
7687,Uttar Pradesh,Baghpat,In Block Office,77.2569,29.0975,2023,7.97,760,0,415,14,1.00,41,20,0.00,265,43,38,65,6,0.87,0.00,17.00
7688,Uttar Pradesh,Baghpat,Pusar Village,77.3868,29.1652,2023,7.68,1081,0,525,85,0.48,19,0,0.00,390,52,63,90,7,0.18,0.00,19.40
7689,Uttar Pradesh,Baghpat,In Block Office,77.1792,29.2078,2023,8.02,1206,0,549,85,1.30,50,17,0.00,170,32,22,224,5,0.00,0.00,0.00
7690,Uttar Pradesh,Baghpat,Entrance Of Dharimpur,77.3760,28.7760,2023,8.01,1184,0,439,128,0.72,34,30,0.00,260,36,41,165,5,0.30,0.00,3.67
7691,Uttar Pradesh,Baghpat,In Block Office,77.2733,28.8656,2023,7.95,713,0,366,28,0.76,47,0,0.00,280,54,36,43,5,0.31,0.00,17.00
7692,Uttar Pradesh,Baghpat,In Block Office,77.3711,28.9378,2023,8.02,1459,0,696,50,0.75,132,12,0.00,330,50,50,215,9,0.00,0.00,15.00
7693,Uttar Pradesh,Bahraich,New Basti Chairaha,81.4624,27.9608,2023,7.65,684,0,403,14,0.51,6,0,0.00,290,60,34,34,4,0.85,14.26,0.00
7694,Uttar Pradesh,Bahraich,Shiyapura,81.3103,27.9811,2023,7.21,561,0,342,7,0.28,5,0,0.00,190,64,7,48,5,0.95,8.64,0.00
7695,Uttar Pradesh,Bahraich,Loharipurwa,81.8829,27.4115,2023,8.02,285,0,153,14,0.00,5,0,0.00,120,40,5,11,2,0.32,1.48,0.00
7696,Uttar Pradesh,Bahraich,Block Office,81.5264,27.4194,2023,7.62,993,0,390,99,0.21,30,28,1.25,290,96,12,100,20,0.00,12.00,0.00
7697,Uttar Pradesh,Bahraich,Kodahi,81.4625,27.4301,2023,7.69,971,0,500,43,0.27,31,0,0.00,380,80,43,60,5,4.73,22.22,0.00
7698,Uttar Pradesh,Bahraich,Block Office,81.6658,27.3528,2023,7.33,494,0,293,7,0.28,5,0,0.00,210,54,18,18,4,4.72,103.00,0.00
7699,Uttar Pradesh,Bahraich,"Nasirganj, Barauli Ghat",81.5139,27.1601,2023,7.67,580,0,305,28,0.27,24,0,0.68,290,88,17,7,5,1.61,35.04,0.00
7700,Uttar Pradesh,Bahraich,Jodhiya Nim,81.5159,27.2689,2023,7.84,400,0,244,7,0.33,7,0,0.00,165,52,8,24,3,0.45,0.00,0.00
7701,Uttar Pradesh,Bahraich,Block Office,81.3875,27.6397,2023,7.49,882,0,427,78,0.00,24,0,0.00,285,50,38,63,50,4.51,31.00,0.00
7702,Uttar Pradesh,Bahraich,Godmar Khurd,81.4065,27.5442,2023,7.69,624,0,366,14,0.29,19,0,0.00,250,84,10,36,5,3.47,23.88,0.00
7703,Uttar Pradesh,Bahraich,Mahua Chauraha,81.3343,27.6827,2023,7.59,653,0,354,28,0.00,24,5,0.00,250,68,19,45,10,1.58,12.75,3.75
7704,Uttar Pradesh,Bahraich,Block Office,81.3836,28.0256,2023,7.74,555,0,342,14,0.00,0,0,0.00,260,64,24,15,2,0.41,16.00,0.00
7705,Uttar Pradesh,Bahraich,Mote Baba,81.1703,28.2961,2023,7.37,670,0,403,14,0.00,5,0,0.00,320,52,46,15,5,1.62,1.06,0.00
7706,Uttar Pradesh,Bahraich,Saryou Link Canal,81.3309,28.0733,2023,7.88,398,0,220,14,0.47,19,0,0.00,200,52,17,8,2,0.24,2.05,0.00
7707,Uttar Pradesh,Bahraich,Darjinpurwa,81.6098,27.8193,2023,7.89,474,0,268,14,0.53,5,0,0.00,220,56,19,14,3,0.69,3.20,0.00
7708,Uttar Pradesh,Bahraich,Baundi,81.3715,27.8218,2023,7.52,968,0,476,50,0.22,50,0,0.00,350,68,43,49,40,2.27,39.82,0.00
7709,Uttar Pradesh,Bahraich,Block Office,81.3933,27.8108,2023,7.51,649,0,390,7,0.00,5,0,0.00,300,74,28,18,6,0.00,1.00,5.00
7710,Uttar Pradesh,Bahraich,Block Office,81.4958,27.5314,2023,7.22,785,0,427,35,0.00,5,0,0.00,290,86,18,56,8,5.37,68.00,0.00
7711,Uttar Pradesh,Ballia,Block Office,84.4734,25.7769,2023,7.48,776,0,378,28,0.11,23,0,0.00,270,56,31,48,3,5.08,7.00,2.00
7712,Uttar Pradesh,Ballia,Block Office,84.2163,25.8742,2023,7.51,2612,0,659,425,0.45,76,40,0.00,500,132,41,354,3,5.18,0.00,27.00
7713,Uttar Pradesh,Ballia,Block Office,84.2934,25.7363,2023,7.64,1316,0,537,99,0.42,64,0,0.00,390,80,46,104,33,8.99,15.00,2.00
7714,Uttar Pradesh,Ballia,Block Office,83.9643,25.8250,2023,7.74,899,0,525,7,0.73,0,0,0.00,360,60,50,37,3,0.18,0.00,9.00
7715,Uttar Pradesh,Ballia,Block Office,84.2393,27.4450,2023,7.69,1012,0,537,35,0.42,6,0,0.00,340,48,53,71,4,1.71,24.00,0.00
7716,Uttar Pradesh,Ballia,Pilui Fattepur,84.1444,25.9902,2023,7.54,764,0,403,14,0.35,17,0,0.00,290,56,36,36,7,5.97,0.00,3.77
7717,Uttar Pradesh,Ballia,Block Office,84.5165,25.7282,2023,7.78,715,0,415,7,0.00,0,0,0.00,260,64,24,43,3,1.72,52.00,5.00
